,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
10,9708.678113067532,1962.7011387439256,286.1333994547638,16352.870380427934,16639.003779882707,-4927.160213655887,12185.23188851945,13296.947892402153,"CLT, Glulam and Steel Column Hybrid",59534400.5034,91728.0,68902613.44548006,137.38414325007673,Healthcare,39.0,6,C32/40 - 50% GGBS,No,Yes,PC Cladding,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,235200.0,0.0,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,235200.0,0.0,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,235200.0,0.0,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,235200.0,0.0,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,235200.0,0.0,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,235200.0,0.0,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
6,305.00998039512,21.12623240832,0.66448602871794,1.716506383176,2.3809924118939403,0.0,343.54762467985273,345.9286170917467,Non-Composite Rolled Steel with PCC Planks,5565949.6922,235200.0,132038.952552,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,235200.0,,,Healthcare,55.799099999999996,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
8,,,,,,,,,Composite Cell Beams with Metal Decking,,235200.0,,,Healthcare,57.1536,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
9,,,,,,,,,Steel Frame with CLT Slabs,,235200.0,,,Healthcare,55.8,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
10,16.166124374400002,1.1197315584,0.03521905667280001,0.09097818912,0.1261972457928,0.0,18.208694751265423,18.33489199705822,"CLT, Glulam and Steel Column Hybrid",,235200.0,6998.32224,,Healthcare,0.0,9,C32/40 - 25% GGBS,Yes,No,Timber Cladding,12,12
0,25604.867093128476,1080.9958462189502,740.192226826082,1912.15435615756,2652.346582983642,2814.6814129715767,28231.440633962535,30883.787216946184,RC Flat Slab,45986568.4897,90552.0,180209214.97612846,315.3254109615535,Education,131.895,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
1,23099.66676964099,986.1984808508765,676.5480239636033,1747.7480695778827,2424.2960935414867,2406.8478666966307,25481.775220636686,27906.07131417818,PT RC Flat Slab,49742486.8037,90552.0,166787206.90472072,285.2501615454361,Education,131.085,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
2,22479.006896813054,960.9295999346159,648.8372880468681,1676.1654432654027,2325.00273131227,2495.952514328429,24796.697675063835,27121.700406376105,RC Rib Slab,47950040.798,90552.0,160047862.0437042,277.5460283665695,Education,135.0,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
3,22887.318436874873,982.8246052657777,638.0359780149125,1648.2634004605497,2286.2993784754626,2899.5424227663093,25247.629965267803,27533.92934374326,Two-way RC Slab,42376055.0311,90552.0,157986321.70091742,282.0949548379465,Education,135.675,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
4,23082.088395040602,983.1628058470283,662.580744590992,1711.6676658334327,2374.248410424424,2619.2501737638795,25457.76886439506,27832.017274819485,One-Way Spanning RC,44822714.4458,90552.0,162761848.11280465,284.60473391549283,Education,135.675,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
5,26499.319927750483,1089.8159399547667,765.4375611749164,1977.3683346046234,2742.8058957795406,2667.5259680419263,28974.617956652888,31717.42385243244,Precast Hollowcore with In-situ RC Beams,48772887.5429,90552.0,184647379.4438278,323.7479919764685,Education,135.0,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
6,23960.481020025578,1533.1157769346619,599.2452434065215,1548.2866540362409,2147.531897442762,-578.125770912914,26521.881819738617,28669.41371718139,Non-Composite Rolled Steel with PCC Planks,65469927.2345,90552.0,149789863.29566008,297.95224081611053,Education,143.0946,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
7,26125.893564599963,1659.5571096744966,569.5088071747707,1471.561526262514,2041.0703334372856,-2036.687470095385,28939.996551130404,30981.066884567692,Composite Rolled Steel with Metal Decking,66711526.3429,90552.0,143870218.46338326,324.7523769274065,Education,141.8742,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
8,25875.76505857089,1786.4314181395198,524.5956376822514,1355.5978787319284,1880.1935164141805,-2552.262472567802,28738.702514656845,30618.89603107104,Composite Cell Beams with Metal Decking,71437525.7086,90552.0,134725218.61805236,322.89474770979075,Education,134.78292,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
9,19876.329504137437,2102.5769993562444,433.30713603319566,9192.727877012983,9626.03501304618,-3365.0292836123817,22919.128010837543,24516.53550094795,Steel Frame with CLT Slabs,60770487.0274,90552.0,115677957.15907928,257.80238338224825,Education,140.6646,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
10,19530.42046324549,2229.189979518477,453.14161895921944,13565.834295994291,14018.975914953515,-3869.7090318027103,22765.336029904436,24457.525103257947,"CLT, Glulam and Steel Column Hybrid",61610563.8373,90552.0,120050327.79887451,256.1689413460255,Education,144.72,27,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,6,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,43200.0,0.0,,Residential,0.0,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,43200.0,0.0,,Residential,0.0,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,43200.0,0.0,,Residential,0.0,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,43200.0,0.0,,Residential,0.0,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,43200.0,0.0,,Residential,0.0,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,43200.0,0.0,,Residential,0.0,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,43200.0,,,Residential,16.0809,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,43200.0,,,Residential,15.2766,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
8,,,,,,,,,Composite Cell Beams with Metal Decking,,43200.0,,,Residential,15.597179999999998,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
9,,,,,,,,,Steel Frame with CLT Slabs,,43200.0,,,Residential,15.8871,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,43200.0,,,Residential,16.785000000000004,3,C32/40 - CEM I (OPC),Yes,No,Cavity Wall,8,8
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,718080.0,0.0,,Education,0.0,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,718080.0,0.0,,Education,0.0,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,718080.0,0.0,,Education,0.0,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,718080.0,0.0,,Education,0.0,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,718080.0,0.0,,Education,0.0,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,718080.0,0.0,,Education,0.0,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
6,,,,,,,,,Non-Composite Rolled Steel with PCC Planks,,718080.0,,,Education,,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
7,,,,,,,,,Composite Rolled Steel with Metal Decking,,718080.0,,,Education,,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
8,,,,,,,,,Composite Cell Beams with Metal Decking,,718080.0,,,Education,,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
9,,,,,,,,,Steel Frame with CLT Slabs,,718080.0,,,Education,,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,718080.0,,,Education,,32,C32/40 - 75% GGBS,No,No,Lightweight Cladding,11,11
0,14065.953697238994,887.9056597088645,600.0534932853127,1550.1326806679303,2150.1861739532424,2329.354063679845,15852.379562090293,18002.56573604354,RC Flat Slab,37497529.3702,69888.0,147566630.48186618,230.58124810671214,Education,122.875,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
1,12348.684358797245,802.0344412843033,545.204558972561,1408.4464121998183,1953.6509711723786,1895.4054535419507,13943.325502351307,15896.976473523688,PT RC Flat Slab,40415113.8462,69888.0,136422094.0929994,203.55756781242107,Education,121.875,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
2,12123.006466082694,772.6589982569096,509.4741899518845,1316.1473963490894,1825.6215863009736,2073.993278620806,13668.510511232977,15494.13209753395,RC Rib Slab,39121823.425,69888.0,127402677.13623907,199.49581151568532,Education,128.125,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
3,12646.9879913537,794.0404117871492,509.866546061327,1317.1609342373663,1827.0274802986933,2341.4108318906233,14242.842308646079,16069.869788944772,Two-way RC Slab,35239507.8337,69888.0,127515682.87358709,207.32484637536734,Education,128.125,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
4,13334.01129308519,849.2089405038507,568.7122866274924,1469.171789152448,2037.8840757799398,2210.1769439031827,15034.966214111717,17072.850289891667,One-Way Spanning RC,38170425.6644,69888.0,141262121.88963783,218.9525983539767,Education,128.75,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
5,14557.04132410728,837.9648928267362,578.4372689953212,1494.2934524970633,2072.7307214923835,1959.7489327580818,16148.99422141534,18221.724942907727,Precast Hollowcore with In-situ RC Beams,38007060.869,69888.0,143056411.65997168,234.87642581700163,Education,125.0,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
6,14980.29716605052,1235.304271043138,470.41674891830047,1215.4401364650175,1685.8568853833174,-537.7128297236568,16781.927259404965,18467.784144788286,Non-Composite Rolled Steel with PCC Planks,51564813.4841,69888.0,119771123.55306059,245.2907645632063,Education,135.7275,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
7,15403.363358395221,1330.068787050981,422.40690648697216,1091.4971902165787,1513.9040967035505,-1743.4694060502845,17351.65245138236,18865.55654808591,Composite Rolled Steel with Metal Decking,53326285.8264,69888.0,110366372.7830678,253.61916855779515,Education,133.3275,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
8,15403.63674245799,1347.9707916194518,410.4882308132864,1060.7185770865065,1471.206807899793,-1824.635246063612,17357.58761593585,18828.794423835643,Composite Cell Beams with Metal Decking,54459735.0049,69888.0,107917861.46960424,253.8176190615055,Education,128.41099999999997,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
9,11883.523073029988,1730.2513453104182,312.7747991598333,8150.918687713848,8463.693486873683,-2996.380074189774,14145.981436161528,15307.411926093318,Steel Frame with CLT Slabs,48103835.1125,69888.0,87271424.413651,207.2273964335658,Education,132.6175,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
10,11392.294509754323,1834.0424979378856,331.5405352436201,11939.551024301905,12271.091559545524,-3435.3271597731978,13807.0126706896,15056.202150235133,"CLT, Glulam and Steel Column Hybrid",53060896.8899,69888.0,91073936.7656373,202.87372580298214,Education,138.5,25,C32/40 - 50% GGBS,Yes,No,Curtain Walling,7,7
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,403920.0,0.0,,Residential,0.0,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
1,51551.74129734324,4709.283872145715,2952.2296796900496,7626.802820421025,10579.032500111074,9879.056660322118,59739.68005003908,70318.71255015014,PT RC Flat Slab,218045764.6085,403920.0,812979473.0599093,151.6785512039485,Residential,79.305,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
2,53575.75240395576,4762.209709994351,2900.8308526475307,7494.028900589382,10394.859753236915,11160.573374315578,61916.89839103048,72311.7581442674,RC Rib Slab,199917483.8476,403920.0,802890484.5195785,156.7546067982863,Residential,90.94999999999999,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
3,65397.514624613774,5331.112436221894,3109.14686140673,8032.152718546577,11141.29957995331,15924.556408704966,75003.5644746165,86144.8640545698,Two-way RC Slab,201123048.4682,403920.0,845225066.5642745,189.17465293596229,Residential,87.975,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
4,60807.512223330385,5308.523779670534,3415.078484961058,8822.43808490649,12237.516569867554,12005.066411915226,70204.62579486708,82442.14236473462,One-Way Spanning RC,200859678.8019,403920.0,905944661.4359968,177.28917495167525,Residential,92.22500000000001,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
5,57250.1372718948,4192.711074198412,2614.210790342419,6753.629335767433,9367.840126109853,7878.119437489938,64080.205490199885,73448.04561630973,Precast Hollowcore with In-situ RC Beams,170245060.5617,403920.0,736819465.4189487,161.59615991813092,Residential,83.725,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
6,71437.42899244877,6821.5367822879825,2342.723528506829,6053.339094122986,8396.06262262982,-4366.498482361033,80388.82605105075,88784.88867368054,Non-Composite Rolled Steel with PCC Planks,249835489.2782,403920.0,684209944.0080492,203.35134302831864,Residential,95.3768,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
7,61346.76628179044,6699.887503875013,1631.7125723278796,4217.033003277178,5848.745575605056,-11385.073511668574,70065.5609207994,75914.30649640445,Composite Rolled Steel with Metal Decking,245046136.0876,403920.0,535385862.3551251,177.71064535901374,Residential,89.16159999999999,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
8,67712.06827723938,7543.971130830121,1667.7254810778209,4310.318145585955,5978.043626663776,-13243.427310682728,77377.73457765514,83355.77820431892,Composite Cell Beams with Metal Decking,281753351.3859,403920.0,542638281.9822649,196.4498119364144,Residential,90.39036,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
9,52516.832496993644,10002.285437437911,1090.0291325982207,44500.55671007075,45590.585842668974,-20887.45921291374,64373.49698434734,68510.70056401938,Steel Frame with CLT Slabs,244311356.3652,403920.0,422874710.537084,163.60585382972727,Residential,88.6924,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
10,40722.41374534043,9815.68812750072,1150.5367378110805,74282.24523138998,75432.78196920107,-22085.954868334924,52611.09875423303,57127.331347434105,"CLT, Glulam and Steel Column Hybrid",277474438.9922,403920.0,435433356.1094642,135.05996194092447,Residential,99.875,17,C32/40 - 75% GGBS,Yes,No,Curtain Walling,11,11
0,21269.50122445628,2016.294418686141,1113.333446986816,2876.3083377866224,3989.6417847734388,4643.15615079015,24698.3859425071,28688.027727280536,RC Flat Slab,78540430.731,195840.0,338210406.788103,128.9224313604185,Office,68.74000000000001,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
1,17455.598566927078,1788.185197784931,970.2808289384736,2506.773507259358,3477.054336197833,3512.057667164847,20415.383708535464,23892.438044733295,PT RC Flat Slab,88151052.9297,195840.0,308355263.43773484,107.39604309152114,Office,68.18,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
2,19054.851264909492,1856.8318516235913,982.8575149533212,2539.2617175311957,3522.1192324845174,4240.028265109561,22174.054310157535,25696.17354264205,RC Rib Slab,85754535.6897,195840.0,310910536.35208213,116.29052318211629,Office,72.10000000000001,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
3,19105.33931088151,1836.672036631343,940.269435898262,2429.247802436159,3369.517238334423,4493.01802451354,22197.926157266174,25567.4433956006,Two-way RC Slab,71720001.6372,195840.0,302362444.01237935,115.91077496286012,Office,71.75,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
4,20345.467078151127,1972.8237849552215,1099.1288168536064,2839.614807387868,3938.743624241476,4259.665125034985,23676.929731015414,27615.673355256902,One-Way Spanning RC,78627387.6786,195840.0,335303056.88445854,123.70977044916926,Office,72.10000000000001,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
5,23484.26672343923,1833.2828831227462,1030.952253681688,2663.5004862284172,3694.4527399101066,3376.6962901493052,26376.885720943243,30071.338460853367,Precast Hollowcore with In-situ RC Beams,79275219.5835,195840.0,320316338.10790235,137.51946618682527,Office,70.0,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
6,24885.050482672537,2538.8543546485867,815.0805722395883,2106.198247224802,2921.2788194643904,-1353.4153884363395,28166.716155887552,31087.994975351954,Non-Composite Rolled Steel with PCC Planks,101063345.2292,195840.0,275737612.17184436,147.437497817056,Office,76.9804,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
7,25435.0432108183,2791.2164522070793,693.5665747886758,1792.504776842363,2486.0713516310393,-4543.493182301698,29085.99333725569,31572.064688886738,Composite Rolled Steel with Metal Decking,106885976.1282,195840.0,251964244.60772824,152.33964037047147,Office,75.63640000000001,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
8,28809.885456001837,3259.663234309442,701.2328768777805,1812.4570558493992,2513.6899327271803,-5681.881338207272,32968.5125481267,35482.20248085388,Composite Cell Beams with Metal Decking,124075233.0463,195840.0,253449679.9488952,172.77899907807682,Office,72.0552,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
9,19551.272851164213,4121.771600811673,459.06837009368587,21158.735935349985,21617.804305443668,-8275.842379938913,24461.065226062092,26216.714179823826,Steel Frame with CLT Slabs,96765354.7143,195840.0,205100232.1946482,128.36204406179678,Office,74.32740000000001,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
10,17667.637758883957,4408.111788405956,477.5434539363898,31959.927749328806,32437.47120326519,-9718.667031555064,22954.894414587932,24835.74287225314,"CLT, Glulam and Steel Column Hybrid",120836082.7773,195840.0,208846751.1081159,121.53159208552496,Office,78.4,14,C32/40 - 75% GGBS,Yes,No,Timber Cladding,8,8
0,2395.4846805578077,136.22975133765607,108.53372142614084,280.4026827350204,388.9364041611613,351.9514065035348,2686.0739987355096,3075.0104028966707,RC Flat Slab,6303116.2053,13104.0,23110503.555481456,208.34827626469362,Residential,42.975,9,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
1,2003.043140962339,115.67913232051961,95.79559329608111,247.497433715492,343.2930270115731,254.46531597166353,2248.8360717140686,2592.1290987256407,PT RC Flat Slab,6689738.8738,13104.0,20359948.90260312,175.18805279540385,Residential,42.435,9,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
2,1590.962026788967,92.24871459097956,71.54134538762482,184.84363882032417,256.38498420794895,241.96646515867766,1785.6368895868477,2042.0218737947964,RC Rib Slab,5664821.0698,13104.0,15538345.484414488,139.2926310344723,Residential,46.35,9,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
3,2224.5309753475904,119.57520024167033,77.4736155450156,200.16793331532276,277.6415488603382,520.2266707619631,2482.677888647162,2760.3194375075,Two-way RC Slab,6372138.6619,13104.0,16747223.60717726,192.86346606232175,Residential,48.375,9,C32/40 - 50% GGBS,No,Yes,Lightweight Cladding,7,7
