,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X,Grid_Y
9,,,,,,,,,Steel Frame with CLT Slabs,,206910.0,,,,Residential,53.580000000000005,10,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,11,11
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,206910.0,,,,Residential,59.95,10,C32/40 - CEM I (OPC),Yes,Yes,Cavity Wall,11,11
0,1735.3286327350236,177.84599543957722,81.20690843081933,209.82187386842583,291.0287822992451,239.69576351092547,2025.5553976743936,2316.584179973638,RC Flat Slab,5884165.9744,11088.0,31879399.189596623,41.18916182061677,186.3947113541676,Residential,22.775000000000002,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
1,1601.3345465044247,171.43697228264801,77.59844623313656,200.50046133591192,278.09890756904844,200.29077083141655,1877.0256401286267,2155.1245476976746,PT RC Flat Slab,6185814.7132,11088.0,31162367.45632632,43.300702992274104,173.18960525982152,Residential,22.625,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
2,1584.211904712761,170.27776130840834,75.93053598959865,196.19190034912748,272.12243633872606,205.22440711955974,1857.4580961909232,2129.5805325296487,RC Rib Slab,6124235.8441,11088.0,30830939.68811214,42.869650908866504,171.38598007754237,Residential,23.375,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
3,1590.0184875080479,169.89989728658546,73.68286009543841,190.38568343425757,264.06854352969594,226.7912673281233,1862.7465062702263,2126.8150497999222,Two-way RC Slab,5370079.2247,11088.0,30388469.085627437,37.59055457316217,171.38682006163316,Residential,23.25,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
4,1607.7069405372438,171.47924364708587,76.76026120758222,198.33525411639752,275.09551532397967,210.5064292541417,1883.6199285326743,2158.7154438566536,One-Way Spanning RC,5746240.2478,11088.0,30999974.52271512,40.22368173471338,173.50681910780915,Residential,23.75,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
5,1939.304861072455,181.13266905566883,85.35357554828009,220.53358226921864,305.8871578174987,222.60120930281857,2226.5238069425077,2532.410964760006,Precast Hollowcore with In-situ RC Beams,6329972.4307,11088.0,32850018.960723244,44.30980701479946,204.801011359786,Residential,23.375,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
6,1740.7783179262103,189.5406739040809,72.57280605922774,187.52659706518875,260.0994031244164,75.22087099264621,2017.8619085565883,2277.961311681004,Non-Composite Rolled Steel with PCC Planks,6730442.9142,11088.0,30203969.64015919,47.1131003993619,186.2351198553346,Residential,24.4,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
7,1862.931288257977,201.8301111842261,70.0212651105273,180.9437163662149,250.9649814767421,-56.48116675233506,2159.125378711448,2410.0903601881896,Composite Rolled Steel with Metal Decking,6831103.2183,11088.0,29664244.66049218,47.8177225282694,199.03887998193696,Residential,24.192,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
8,1955.9309886869619,214.72659142491352,70.12258122664556,181.20950916142127,251.3320903880668,-86.17843629906817,2266.1067496536143,2517.43884004168,Composite Cell Beams with Metal Decking,7327997.7585,11088.0,29684690.260123443,51.29598430978574,209.00096807029223,Residential,23.373799999999996,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
9,1529.9582108874988,243.51607137649955,59.65798383867892,837.6028142885626,897.2607981272413,-168.5907030058647,1859.6912914361164,2077.279918309535,Steel Frame with CLT Slabs,7068483.1363,11088.0,27588150.94621499,49.47938195382901,172.18350228985798,Residential,24.165,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
10,1481.0365761849769,255.0945376532248,60.18655064436586,1180.1837131753516,1240.3702638197174,-222.37464004170766,1825.0875764890711,2046.443184308788,"CLT, Glulam and Steel Column Hybrid",6865776.0775,11088.0,27696090.818428613,48.06043254250351,168.93470499924015,Residential,24.575,5,C32/40 - 50% GGBS,Yes,Yes,Timber Cladding,6,6
0,5664.526569038493,419.5116366867803,246.0885639497502,635.7603591033745,881.8489230531245,911.6269443109197,6446.844685109104,7328.693608162231,RC Flat Slab,14917858.7979,26620.0,71530343.92538308,104.42501158558572,246.10329439123552,Office,50.550000000000004,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
1,4670.648414893873,370.1275085055113,214.94600047445056,555.3126044726948,770.2586049471455,655.5079403533337,5342.407661773056,6112.666266720203,PT RC Flat Slab,15675183.6876,26620.0,65227087.217730224,109.72628581301738,204.8134465659682,Office,49.650000000000006,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
2,5079.834558175006,390.0137390118325,225.47930246001536,582.5223264423603,808.0016289023753,779.8568719195749,5796.197315077044,6604.19894397942,RC Rib Slab,15399019.0373,26620.0,67404956.51532623,107.79313326130801,221.78777041090726,Office,55.0,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
3,5398.463945669748,403.1074814631139,227.31596888877283,587.2668199493346,814.5827888381073,929.2702214319852,6145.863568459666,6960.446357297773,Two-way RC Slab,14553307.8558,26620.0,67723868.93047103,101.87315499054993,234.70085362322374,Office,54.0,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
4,5665.768214609737,423.8297028071157,255.42933165102616,659.8895156094027,915.3188472604287,835.1064566208194,6454.386327017545,7369.705174277975,One-Way Spanning RC,15410092.4808,26620.0,73693423.71307333,107.8706473657786,246.51603960868982,Office,55.25,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
5,5163.770695547418,363.39456133110843,213.30103864018045,551.0633240264926,764.3643626666728,585.9688185483985,5785.208060550263,6549.572423216938,Precast Hollowcore with In-situ RC Beams,13469685.3619,26620.0,64938984.62871398,94.28779753323853,220.86761300088284,Office,52.0,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
6,5714.121128010628,498.0872397637394,198.9311473804877,513.9952686947478,712.9264160752355,-40.30204486264233,6442.258229357733,7155.184645432971,Non-Composite Rolled Steel with PCC Planks,18366403.5934,26620.0,61900190.25245415,128.56482515361486,246.83783074798455,Office,59.354000000000006,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
7,5306.787642237005,510.3078563935644,161.835898277671,418.1966974301045,580.0325957077755,-470.3874096145741,6046.527620299617,6626.560216007394,Composite Rolled Steel with Metal Decking,18521700.9566,26620.0,54493311.58777799,129.65190669610743,232.01275458285969,Office,56.40700000000001,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
8,5567.789750260236,543.7369282939937,163.4634044678349,422.41087300630204,585.874277474137,-538.2949160702573,6345.719854300467,6931.594131774605,Composite Cell Beams with Metal Decking,20121226.4348,26620.0,54826470.68291244,140.84858504379724,243.67274377701972,Office,56.688599999999994,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
9,4681.716099092973,708.9176944500902,131.36116712398717,2719.2916748734447,2850.652841997432,-1046.7959039473042,5601.076080904772,6085.013326571933,Steel Frame with CLT Slabs,19210594.6867,26620.0,48047442.315600455,134.47416280683515,215.4601894707591,Office,56.149,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
10,4131.116388901935,708.9354684016953,140.34802503173506,4542.062547849685,4682.41057288142,-1118.6837659192504,5072.15853537622,5598.153108257642,"CLT, Glulam and Steel Column Hybrid",21350484.289,26620.0,49883051.881168336,149.45339002326398,196.15371620584088,Office,62.400000000000006,10,C32/40 - 50% GGBS,Yes,Yes,Cavity Wall,11,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,115101.0,0.0,0.0,,Healthcare,0.0,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,115101.0,0.0,0.0,,Healthcare,0.0,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,115101.0,0.0,0.0,,Healthcare,0.0,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,271876.5,115101.0,0.0,0.0,,Healthcare,0.0,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,0,115101.0,0.0,0.0,,Healthcare,0.0,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,115101.0,0.0,0.0,,Healthcare,0.0,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
6,37595.593943681924,2889.7136629760676,981.384625719285,2535.7266778629078,3517.111303582193,-2058.3967999434644,41938.33686588142,45455.448169463605,Non-Composite Rolled Steel with PCC Planks,107276534.4011,115101.0,243054012.0586147,750.93574080749,370.8853320708674,Healthcare,165.48839999999998,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
7,34982.17014826234,2660.4942803348035,835.3497078222,2158.5195903697963,2993.869298191996,-3395.2082480683234,39107.50106758659,42101.37036577858,Composite Rolled Steel with Metal Decking,99404087.5967,115101.0,210303164.8202596,695.8286131771522,345.81219694671415,Healthcare,164.85,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
8,36999.37021602946,2909.7513564412684,851.6704646671702,2200.752990330277,3052.4234549974476,-3909.5021858475034,41415.13381320534,44467.55726820279,Composite Cell Beams with Metal Decking,109893998.4749,115101.0,213600190.64643636,769.2579893245645,366.4989166256584,Healthcare,166.6,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
9,30569.24073191367,3845.7582995015528,675.1608648624137,16689.893912445794,17365.054777308203,-6996.052584841041,35739.660858542906,38241.8018743832,Steel Frame with CLT Slabs,101504942.3751,115101.0,175381317.89455968,710.5345966253801,316.6800936148972,Healthcare,166.992,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
10,,,,,,,,,"CLT, Glulam and Steel Column Hybrid",,115101.0,,,,Healthcare,180.32,28,C32/40 - 25% GGBS,Yes,No,Lightweight Cladding,9,9
0,25479.04488157784,1695.908322776499,889.0344076547905,2296.897009159433,3185.931416814224,3294.3007805837074,28751.482269428292,31937.41368624252,RC Flat Slab,59824398.7348,143616.0,292187334.55543035,418.77079114350965,203.11283603896362,Healthcare,53.4,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
1,22164.287275525923,1554.0049861895623,805.5590236599575,2081.262634210038,2886.8216578699958,2504.1329562674805,25095.929710907323,27982.751368777317,PT RC Flat Slab,63647795.6746,143616.0,275018158.7359874,445.53456972199825,177.84553448521976,Healthcare,52.95,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
2,20581.659468112965,1488.5778960157004,717.2879695980483,1853.2400405081355,2570.528010106185,2709.7579224626315,23343.75142124389,25914.27943135008,RC Rib Slab,60108414.61,143616.0,257523735.36724547,420.7589022701101,165.47258190949475,Healthcare,55.24999999999999,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
3,22685.375401728008,1580.3204898248496,719.7128539866977,1859.5040240257595,2579.2168780124575,3819.8578057322575,25655.869584382843,28235.086462395302,Two-way RC Slab,56038897.701,143616.0,258573128.2654489,392.2722839071319,181.3735368502811,Healthcare,55.5,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
4,21981.78425078127,1550.1173778746256,753.9169738867473,1947.8604191972743,2701.777393084022,3027.027446705037,24889.684998056277,27591.462391140307,One-Way Spanning RC,57834337.9917,143616.0,265351826.6472615,404.8403659419282,176.12609572748303,Healthcare,55.5,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
5,25113.30667034414,1601.99191617941,841.3820074481054,2173.8008933746523,3015.182900822758,2694.1812771094114,27940.20582863008,30955.388729452847,Precast Hollowcore with In-situ RC Beams,60497153.8792,143616.0,282142208.3823832,423.4800771544031,197.49669887606174,Healthcare,53.99999999999999,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
6,23771.738285261574,2118.473948925747,664.7435155201393,1717.7606195545713,2382.5041350747115,-904.2866257458174,26748.218591635123,29130.722726709828,Non-Composite Rolled Steel with PCC Planks,77939593.3322,143616.0,247003406.58535516,545.5771533253366,190.04704033645595,Healthcare,57.62,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
7,24500.41829498783,2185.8391159141524,576.4116046959433,1489.6903708747993,2066.1019755707425,-2909.36182589136,27678.630170940465,29744.73214651121,Composite Rolled Steel with Metal Decking,77598026.3242,143616.0,229476707.3573417,543.1861842693341,196.5088594252019,Healthcare,56.63399999999999,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
8,25792.47798870076,2368.1751248649766,578.1499256694423,1494.2383440218855,2072.388269691328,-3324.3351459581168,29167.274422408096,31239.66269209942,Composite Cell Beams with Metal Decking,85074658.7768,143616.0,229809385.3905332,595.522611437823,207.23872711846815,Healthcare,55.297200000000004,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
9,18530.289156222927,3121.8704136065135,384.60779544748624,13065.25527944944,13449.863074896928,-5490.961909096562,22427.517675611805,23872.781362129517,Steel Frame with CLT Slabs,79025568.7816,143616.0,189979699.7365248,553.1789814715061,160.01487756993168,Healthcare,56.891,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
10,16580.96256084252,3345.450751619456,394.45958169102954,22452.951889054333,22847.411470745366,-6711.138792443936,20774.6510091214,22306.575759866766,"CLT, Glulam and Steel Column Hybrid",89485519.1236,143616.0,191970102.9914769,626.3986338654396,149.01577570038742,Healthcare,58.8,10,C32/40 - 25% GGBS,Yes,No,PC Cladding,6,6
0,3008.372571935248,111.20684604017158,89.4790643562377,231.1583873497291,320.6374517059669,295.6386580931146,3301.6299004806797,3622.267352186647,RC Flat Slab,5140250.7493,8316.0,18777114.961976346,35.98175524497467,401.34820294921286,Office,70.77000000000001,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
1,2489.8805950802434,92.1158527655613,75.41199467554624,194.82020436930415,270.23219904485046,225.47808884892837,2732.915745799854,3003.147944844705,PT RC Flat Slab,5322784.847,8316.0,15867807.732007168,37.25949392875745,333.1139056912712,Office,69.51,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
2,2228.332318745938,82.83452269274639,66.44873345681437,171.66622605961425,238.11495951642863,219.81508804869628,2446.0588567433797,2684.1738162598085,RC Rib Slab,5088514.0312,8316.0,13984331.254174046,35.61959821837134,298.4221326312832,Office,75.25,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,8316.0,0.0,0.0,,Office,0.0,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
4,2304.9226414805753,85.6403744424427,68.43864999144542,176.8065966408768,245.24524663232222,231.58064695238747,2530.0384010899556,2775.283647722278,One-Way Spanning RC,5074857.9887,8316.0,14388718.076115433,35.52400592066468,308.5091879522151,Office,77.70000000000002,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
5,2469.9861774562087,89.41955558760216,73.5795428530535,190.08659807175704,263.6661409248106,221.0270140165022,2689.9841250700656,2953.6502659948765,Precast Hollowcore with In-situ RC Beams,4829352.9774,8316.0,15380914.44588675,33.8054708416696,327.5360264444126,Office,71.05,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
6,2607.6532305667106,140.74405707673753,68.72388475266936,177.5631814298408,246.28706618251016,-23.333727169180094,2859.2365758674373,3105.5236420499473,Non-Composite Rolled Steel with PCC Planks,6630608.1991,8316.0,14431460.0253018,46.41425739339072,349.4048621044767,Office,76.8712,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
7,2323.277341879637,124.52063432448932,54.45724507762836,140.71256719921723,195.16981227684556,-129.77135692278458,2556.619292114309,2751.7891043911554,Composite Rolled Steel with Metal Decking,6004275.1995,8316.0,11571212.071075989,42.029926396160946,312.487881013765,Office,73.6876,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
8,2406.906361046893,140.57371859701516,53.59595375892642,138.49315668452144,192.08911044344785,-174.50127359675716,2655.3000045494696,2847.389114992918,Composite Cell Beams with Metal Decking,6588873.0886,8316.0,11389044.148632916,46.12211162017598,324.84633431573417,Office,71.95103253849872,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
9,1968.971357195637,187.75306891222235,44.05719442376733,827.7934390289404,871.8506334527078,-302.0843421746092,2250.5934131548593,2412.4293677084847,Steel Frame with CLT Slabs,6498933.8254,8316.0,9342334.533630555,45.49253677769605,276.10461158400136,Office,75.14359999999999,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
10,1921.3101248849791,201.02936752257145,47.78454445720261,1428.4168662031304,1476.2014106603326,-357.6943419471674,2226.927491097234,2405.360034557568,"CLT, Glulam and Steel Column Hybrid",7245908.6666,8316.0,10094681.38211804,50.721360666333894,273.88754831211736,Office,79.52000000000001,14,C32/40 - CEM I (OPC),No,Yes,Curtain Walling,6,6
0,6831.323384072531,343.4803068249497,246.60832382949368,637.3070652982996,883.9153891277931,888.7261386519046,7599.53889614614,8483.454285273934,RC Flat Slab,16690377.6293,41472.0,57445645.361689955,116.8326434049314,186.06219954550232,Education,19.84,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
1,5604.479385875336,292.3271896264086,214.59848183647065,554.6189488732028,769.2174307096736,609.6877631017403,6247.7179801157035,7016.935410825378,PT RC Flat Slab,18363511.7384,41472.0,51123861.38827037,128.54458216848738,153.74861502421368,Education,19.62,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
2,5446.547563155303,283.5999849621801,194.82493786461913,503.53974934333314,698.3646872079522,762.2163489380746,6068.59326040978,6766.957947617734,RC Rib Slab,17248100.0813,41472.0,46760883.936784275,120.7367005690139,149.24117382761366,Education,21.0,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
3,5785.35303270374,297.9051476181781,195.11334859124872,504.2847745686057,699.3981231598543,942.2284386683849,6440.472712622146,7139.870835781999,Two-way RC Slab,15025539.4653,41472.0,46821083.47775444,105.17877625733091,157.833031657009,Education,21.0,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
4,6121.662634593129,314.06435811944175,223.7098587554298,578.1555410135843,801.8653997690141,780.0807180581347,6816.929843984169,7618.795243753182,One-Way Spanning RC,16296589.9703,41472.0,52940313.43012046,114.0761297923234,167.124951142373,Education,21.0,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
5,6058.71852535617,287.404713511482,212.41370791722414,548.975220914891,761.3889288321152,572.0460913594607,6619.301567889812,7380.690496721928,Precast Hollowcore with In-situ RC Beams,16724992.1083,41472.0,50695673.42252867,117.07494475786413,162.43191822549372,Education,20.1,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
6,5747.535914547741,386.2725786774595,173.88051418393832,449.4875109372822,623.3680251212206,-188.92634377952,6318.67030576958,6942.0383308908,Non-Composite Rolled Steel with PCC Planks,19979014.8629,41472.0,42614579.07703865,139.85310404063384,155.7321424047602,Education,22.2296,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
7,6057.379328892115,442.9336940513188,140.973944314805,364.53122459705116,505.5051689118561,-950.7336971510535,6728.261642929979,7233.766811841833,Composite Rolled Steel with Metal Decking,20867786.4275,41472.0,35975501.22870753,146.0745049924273,165.75849122112282,Education,21.6304,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
8,,,,,,,,,Composite Cell Beams with Metal Decking,,41472.0,,,,Education,21.3768,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
9,4373.267479233669,794.4417050756107,88.89245155117902,4761.468877140361,4850.36132869154,-1914.587859110747,5346.590429758905,5690.412308909164,Steel Frame with CLT Slabs,20544595.2591,41472.0,25606439.63888471,143.81216681389338,132.38817989421293,Education,21.514400000000002,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
10,3868.6826538945497,865.5407923644268,92.34499291591128,7545.6987633773115,7638.043756293221,-2285.916657502727,4936.002224359845,5307.421673453069,"CLT, Glulam and Steel Column Hybrid",26416333.5886,41472.0,26304852.720146067,184.91433512017048,123.47889080536302,Education,22.880000000000003,4,C32/40 - 25% GGBS,No,No,Cavity Wall,8,8
0,26127.117180442296,1612.2451912027132,783.8154759836796,2025.121614950299,2808.937090933978,2667.1270832315645,29322.514778937908,32131.45186987189,RC Flat Slab,44389120.6147,84672.0,283008505.94889385,310.7238443031357,349.9768355919435,Residential,23.875,5,C32/40 - CEM I (OPC),Yes,Yes,Timber Cladding,12,12
