Project No,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Building Height,Storeys,Concrete Mix,Has Basement,Has Transfer Deck,Cladding Type,Grid_X
152,15990.43066264458,Precast Hollowcore with In-situ RC Beams,37588658.3017,91520.0,129686840.86875509,263.12060811171125,155.64315621128856,Education,20.6,4,C32/40 - 50% GGBS,No,Yes,Cavity Wall,8
153,17355.942958608197,Non-Composite Rolled Steel with PCC Planks,46357159.138,91520.0,121703772.4007653,324.50011396630146,172.81069907514467,Education,22.270000000000003,4,C32/40 - 50% GGBS,No,Yes,Cavity Wall,8
154,15223.692296977362,Composite Rolled Steel with Metal Decking,44747331.3083,91520.0,98472844.38915502,313.2313191580324,153.81227726356758,Education,21.6488,4,C32/40 - 50% GGBS,No,Yes,Cavity Wall,8
155,17527.073117401596,Composite Cell Beams with Metal Decking,54845113.0484,91520.0,100274058.15753014,383.9157913388163,179.39813107448768,Education,21.79624,4,C32/40 - 50% GGBS,No,Yes,Cavity Wall,8
156,14173.63687837511,Steel Frame with CLT Slabs,50551259.4766,91520.0,82075325.99913904,353.8588163361921,145.58287436745763,Education,21.8316,4,C32/40 - 50% GGBS,No,Yes,Cavity Wall,8
157,13078.07201530121,"CLT, Glulam and Steel Column Hybrid",60802074.6865,91520.0,83350587.27051672,425.6145228053178,133.79575643739358,Education,23.68,4,C32/40 - 50% GGBS,No,Yes,Cavity Wall,8
158,11121.430427720958,Non-Composite Rolled Steel with PCC Planks,26081094.8083,38400.0,52301160.27565984,182.56766365788116,271.74632230139827,Healthcare,64.157,10,C32/40 - 25% GGBS,No,No,Lightweight Cladding,8
159,9203.174886082705,Composite Rolled Steel with Metal Decking,26638161.3578,38400.0,32819171.26537061,186.46712950440784,230.85546884039863,Healthcare,59.622,10,C32/40 - 25% GGBS,No,No,Lightweight Cladding,8
160,11609.297442056451,Steel Frame with CLT Slabs,40026266.7505,38400.0,26421940.299376536,280.1838672538101,298.1906240798726,Healthcare,62.16,10,C32/40 - 25% GGBS,No,No,Lightweight Cladding,8
161,8824.26126394405,"CLT, Glulam and Steel Column Hybrid",35272183.2542,38400.0,31500567.182014614,246.9052827793662,221.4878706878768,Healthcare,75.6,10,C32/40 - 25% GGBS,No,No,Lightweight Cladding,8
162,38215.06613947495,Steel Frame with CLT Slabs,133311112.0063,134400.0,147166012.0829497,933.1777840443508,272.22893960733944,Office,120.9621,21,C32/40 - 75% GGBS,No,No,Lightweight Cladding,10
163,35923.129105595755,"CLT, Glulam and Steel Column Hybrid",132954185.6481,134400.0,195939330.20544416,930.6792995369404,247.9678038248613,Office,142.8,21,C32/40 - 75% GGBS,No,No,Lightweight Cladding,10
164,15248.655489978604,Non-Composite Rolled Steel with PCC Planks,35049357.8344,59904.0,87779951.70081577,245.34550484098168,235.85160016534564,Education,23.779200000000003,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
165,12536.210517069736,Composite Rolled Steel with Metal Decking,33325304.3836,59904.0,65399810.2717441,233.27713068488745,196.9323952328955,Education,21.9116,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
166,14126.431986102873,Composite Cell Beams with Metal Decking,40211202.3436,59904.0,68203386.12085246,281.4784164048736,223.57844331880847,Education,22.28894695153719,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
167,12395.27594649741,Steel Frame with CLT Slabs,41814377.3064,59904.0,55596759.63677159,292.7006411446622,198.15321057936237,Education,22.9212,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
168,10194.816345200275,"CLT, Glulam and Steel Column Hybrid",35605318.0748,59904.0,56015058.4165263,249.23722652381983,160.05378886409127,Education,25.28,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,6
169,35746.26505702598,Non-Composite Rolled Steel with PCC Planks,88455601.0788,155520.0,202659180.90914768,619.1892075515743,212.93893375487997,Residential,34.1442,6,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
170,27668.842143371443,Composite Rolled Steel with Metal Decking,84617899.9015,155520.0,136736133.1437226,592.3252993106038,168.2564806086863,Residential,31.007400000000004,6,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
171,30721.47727101049,Composite Cell Beams with Metal Decking,99724784.0285,155520.0,139333680.28527805,698.073488199383,188.26480267960693,Residential,31.8336,6,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
172,26637.894302264704,Steel Frame with CLT Slabs,97204330.1677,155520.0,106923744.49119624,680.4303111742325,165.0451784179336,Residential,32.730599999999995,6,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
173,20528.944654368403,"CLT, Glulam and Steel Column Hybrid",88555184.8939,155520.0,105966356.4816154,619.8862942574337,125.12211776649336,Residential,35.25,6,C32/40 - 50% GGBS,No,Yes,Cavity Wall,9
177,94984.68769625048,Non-Composite Rolled Steel with PCC Planks,246457248.7689,355680.0,430745317.5654954,1725.200741382101,251.6718837930144,Residential,101.8457,19,C32/40 - 50% GGBS,No,No,PC Cladding,6
178,65910.78115728835,Composite Rolled Steel with Metal Decking,203522698.9236,355680.0,241254530.8644296,1424.6588924650473,178.1840629266958,Residential,96.4744,19,C32/40 - 50% GGBS,No,No,PC Cladding,6
179,61832.08716520573,Steel Frame with CLT Slabs,230386930.4079,355680.0,153161574.87464726,1612.708512855051,171.05617807178618,Residential,100.1281,19,C32/40 - 50% GGBS,No,No,PC Cladding,6
180,48205.92165838794,"CLT, Glulam and Steel Column Hybrid",196888057.669,355680.0,160671486.98899108,1378.2164036831375,131.18547845465898,Residential,108.585,19,C32/40 - 50% GGBS,No,No,PC Cladding,6
181,9962.861971353204,RC Flat Slab,19603708.2251,45900.0,82929880.19714645,137.2259575757647,198.19792072019175,Office,68.04,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
182,9437.997356083702,PT RC Flat Slab,21814817.364,45900.0,80743975.97589974,152.70372154778954,187.83983215755688,Office,67.9,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
183,8778.855963653126,RC Rib Slab,20578722.1215,45900.0,75870512.88256985,144.05105485026942,175.00344082166686,Office,69.3,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
184,8682.450443198537,Two-way RC Slab,17223883.5662,45900.0,73714608.2378144,120.56718496335084,173.24335553134486,Office,69.3,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
185,9355.622975630988,One-Way Spanning RC,19357415.7599,45900.0,79493032.59318002,135.5019103190472,186.25629073509893,Office,69.65,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
186,10997.979994847508,Precast Hollowcore with In-situ RC Beams,20755043.4495,45900.0,87763245.14279655,145.2853041466676,218.9026401209309,Office,70.0,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
187,9591.960643835642,Non-Composite Rolled Steel with PCC Planks,25931005.9462,45900.0,72226965.04732761,181.51704162355773,194.98726954627045,Office,73.54480000000001,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
188,10093.972494679025,Composite Rolled Steel with Metal Decking,25219084.4176,45900.0,68297019.78712402,176.5335909233711,207.24493880853697,Office,72.2876,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
189,10838.979173886302,Composite Cell Beams with Metal Decking,28749019.6186,45900.0,68224912.9450523,201.24313733007884,224.04008374114088,Office,68.94663999999999,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
190,8019.168028688839,Steel Frame with CLT Slabs,24317057.8909,45900.0,57599511.4392146,170.219405236186,165.6668056915369,Office,72.212,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
191,7915.408498521048,"CLT, Glulam and Steel Column Hybrid",24509344.4256,45900.0,58428157.10653501,171.5654109790177,162.89794592951856,Office,73.92,14,C32/40 - 25% GGBS,Yes,Yes,Cavity Wall,6
192,860.7522194813884,RC Flat Slab,1628321.1179,2880.0,5605750.296009681,11.398247825232568,271.6152599682308,Healthcare,21.92,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
193,679.3065035044642,PT RC Flat Slab,1568493.906,2880.0,4791936.85398026,10.979457342163816,213.37307671769224,Healthcare,21.42,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
194,696.5859176806173,RC Rib Slab,1637716.0782,2880.0,4742137.733042336,11.464012547227252,219.970852808635,Healthcare,23.0,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
195,755.2806857310843,Two-way RC Slab,1571879.161,2880.0,4812194.563701931,11.00315412725286,239.75231455572643,Healthcare,22.8,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
196,752.0636571513348,One-Way Spanning RC,1497500.5738,2880.0,5072716.783885053,10.482504016389022,236.68511508295904,Healthcare,23.4,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
197,686.9468973103806,Precast Hollowcore with In-situ RC Beams,1394145.9344,2880.0,4686787.825422089,9.759021540497107,216.24033092554143,Healthcare,22.1,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
198,760.3729476382002,Non-Composite Rolled Steel with PCC Planks,1913407.0863,2880.0,4451820.418662507,13.393849604349809,244.41417017745096,Healthcare,24.0084,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
199,681.4043954858969,Composite Rolled Steel with Metal Decking,1795411.8355,2880.0,3787110.297845164,12.567882848443244,220.89258713440847,Healthcare,23.8488,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
200,732.1268985339227,Composite Cell Beams with Metal Decking,2029024.0252,2880.0,3826058.850441827,14.203168176463372,238.8287514462412,Healthcare,23.8224,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
201,653.0910835687622,Steel Frame with CLT Slabs,2249234.3754,2880.0,3215013.9096060623,15.74464062788665,215.13868250220068,Healthcare,23.8888,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
202,591.387131640825,"CLT, Glulam and Steel Column Hybrid",2426426.4062,2880.0,3355061.214674449,16.984984843170068,193.094365094512,Healthcare,26.24,4,C32/40 - 25% GGBS,No,Yes,PC Cladding,9
203,57804.10903832243,RC Flat Slab,89747581.937,188100.0,441906147.1990937,628.2330735587809,280.0332573891487,Office,70.77000000000001,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
204,47826.883461836966,PT RC Flat Slab,95845113.2734,188100.0,395811109.8799661,670.9157929141031,231.63315284414028,Office,69.51,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
205,46171.35398522559,RC Rib Slab,87637469.5629,188100.0,374015879.7136152,613.4622869402365,224.2075710847161,Office,76.3,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
206,49010.09287038776,Two-way RC Slab,82041313.2216,188100.0,371495593.6845302,574.2891925512355,239.3325729379466,Office,75.25,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
207,52956.88771334932,One-Way Spanning RC,86570777.844,188100.0,422017498.7166612,605.9954449079879,256.07314408425174,Office,78.05,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
208,45808.712511735015,Precast Hollowcore with In-situ RC Beams,79102941.2392,188100.0,371297404.3350624,553.7205886742721,222.2610629491737,Office,72.8,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
209,49612.56570435993,Non-Composite Rolled Steel with PCC Planks,113045748.8659,188100.0,346905314.46567804,791.3202420609518,246.0555912541822,Office,81.1272,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
210,42876.26237559973,Composite Rolled Steel with Metal Decking,107105969.8528,188100.0,280301828.66667247,749.7417889696482,216.08098882692224,Office,77.8708,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
211,46466.790777011454,Composite Cell Beams with Metal Decking,123866665.9255,188100.0,283042591.34580225,867.0666614783211,235.52978288200805,Office,77.7784,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
212,38880.27193428597,Steel Frame with CLT Slabs,117544193.9889,188100.0,237198230.63126785,822.8093579222038,198.73954228903244,Office,77.42,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
213,34616.170047113505,"CLT, Glulam and Steel Column Hybrid",132597121.909,188100.0,244466990.5317227,928.179853362984,175.5612476095108,Office,85.12,14,C32/40 - 25% GGBS,Yes,Yes,Curtain Walling,10
214,20481.004818022066,RC Flat Slab,38035358.2796,54432.0,150595345.4832269,266.24750795737384,334.2665306837171,Healthcare,78.68,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
215,14567.0028428001,PT RC Flat Slab,35943372.3063,54432.0,109896183.15902102,251.60360614394384,238.05305649725923,Healthcare,75.95,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
216,14813.631165008732,RC Rib Slab,35147800.2062,54432.0,107653980.37798326,246.03460144342927,243.3872190938924,Healthcare,83.64999999999999,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
217,18183.330191767374,Two-way RC Slab,38684631.2964,54432.0,114270197.6689952,270.79241907464126,303.55170166823234,Healthcare,83.3,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
218,16377.645276763453,One-Way Spanning RC,35928035.5513,54432.0,119228965.1643301,251.49624885907795,268.3710424735392,Healthcare,86.10000000000001,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
219,15029.154294632615,Precast Hollowcore with In-situ RC Beams,31161176.9693,54432.0,104496108.60599844,218.1282387853208,247.78356808406517,Healthcare,79.45,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
220,17024.59027157909,Non-Composite Rolled Steel with PCC Planks,45459025.2538,54432.0,94262792.15522026,318.21317677631896,289.28540872160545,Healthcare,86.7272,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
221,14885.71974466785,Composite Rolled Steel with Metal Decking,42976509.7676,54432.0,73596238.31982692,300.8355683732422,256.25292210070523,Healthcare,83.4708,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
222,16614.119776108062,Composite Cell Beams with Metal Decking,50503946.0574,54432.0,75998414.51239623,353.527622401827,288.1873618908209,Healthcare,84.96404,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
223,15014.64174865776,Steel Frame with CLT Slabs,49115341.3493,54432.0,62367704.937474914,343.80738944490463,262.3840478554575,Healthcare,85.582,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
224,14014.776728097768,"CLT, Glulam and Steel Column Hybrid",57132557.4499,54432.0,71867823.43195674,399.9279021495845,241.66203409559213,Healthcare,96.32,14,C32/40 - 50% GGBS,No,Yes,PC Cladding,9
225,65245.20791236992,RC Flat Slab,78400735.9292,159600.0,337428058.8460675,548.8051515042919,376.3304623022775,Education,97.66,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
226,48641.554491692754,PT RC Flat Slab,76556025.3401,159600.0,256379268.4624812,535.8921773806496,280.8085312656115,Education,95.095,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
227,40053.29609976464,RC Rib Slab,68879044.2987,159600.0,202542241.85977572,482.15331009085264,232.42560673710253,Education,104.975,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
228,48707.6878330402,Two-way RC Slab,75502343.4968,159600.0,213910906.2977009,528.5164044774853,285.65203949491155,Education,103.55,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
229,43009.98557220261,One-Way Spanning RC,65887674.3702,159600.0,218140616.1493652,461.2137205913345,249.07050099925985,Education,105.45000000000002,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
230,44318.290317119965,Precast Hollowcore with In-situ RC Beams,66175266.5437,159600.0,228266435.15403348,463.22686580624384,256.10716374963846,Education,98.32500000000002,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
231,47633.83883315101,Non-Composite Rolled Steel with PCC Planks,106960792.9396,159600.0,199333625.1524386,748.7255505773493,281.9819711826416,Education,105.8205,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
232,39902.63073489338,Composite Rolled Steel with Metal Decking,93106100.8611,159600.0,141294952.82095805,651.7427060275725,239.30542211465809,Education,101.5455,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
233,43281.7030595763,Composite Cell Beams with Metal Decking,108630352.1451,159600.0,143185697.41987142,760.4124650154407,260.8363847990732,Education,101.68986394673924,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
234,34313.08559414121,Steel Frame with CLT Slabs,99785268.3489,159600.0,102942873.83359905,698.4968784423949,208.14606113490663,Education,105.07,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
235,31626.41935378399,"CLT, Glulam and Steel Column Hybrid",109625131.1674,159600.0,109507000.8037867,767.3759181715388,190.5919722161119,Education,112.1,19,C32/40 - CEM I (OPC),No,Yes,Cavity Wall,7
236,61991.31257131578,Steel Frame with CLT Slabs,163507391.4333,174720.0,270460652.7679955,1144.5517400334395,342.36119717062144,Healthcare,117.7221,19,C32/40 - CEM I (OPC),Yes,No,Timber Cladding,12
237,41773.34930401183,RC Flat Slab,53119055.2179,91476.0,250617664.4314238,371.8333865255437,420.6519935523141,Education,106.47,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
238,33471.19996576865,PT RC Flat Slab,52165077.499,91476.0,208597245.98177585,365.155542492935,337.32275213287306,Education,104.37000000000002,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
239,29999.030404858702,RC Rib Slab,48961743.3272,91476.0,189697837.63497,342.7322032904176,302.933152776411,Education,112.875,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
240,31026.7934190896,One-Way Spanning RC,48233871.2308,91476.0,194365388.63082105,337.6370986158313,313.21991008600617,Education,117.075,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
241,32946.73564098637,Precast Hollowcore with In-situ RC Beams,48056646.124,91476.0,203949836.74317357,336.39652286784667,332.1693012751519,Education,106.575,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
242,32931.790744728176,Non-Composite Rolled Steel with PCC Planks,67263876.4471,91476.0,180398845.21430668,470.8471351298609,337.66845472534646,Education,116.75790000000002,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
243,29033.43070491125,Composite Rolled Steel with Metal Decking,60584721.1695,91476.0,149897192.64742285,424.0930481865271,300.55477503985645,Education,110.53140000000002,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
244,30978.1455457268,Composite Cell Beams with Metal Decking,69191354.6946,91476.0,151171751.14030775,484.3394828622694,322.2088169437898,Education,110.12040447970362,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
245,24985.381680565097,Steel Frame with CLT Slabs,63278835.503,91476.0,125287426.64254948,442.9518485206526,260.5677085898006,Education,112.7154,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
246,24419.27378882736,"CLT, Glulam and Steel Column Hybrid",71138284.3615,91476.0,130905741.12433004,497.9679905304383,253.49114536000573,Education,119.28000000000002,21,C32/40 - CEM I (OPC),Yes,Yes,Lightweight Cladding,6
251,8809.78284058227,RC Flat Slab,24197576.5207,47520.0,100524726.60081038,169.38303564478014,162.01377443026894,Healthcare,74.75999999999999,14,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
252,7482.600065618657,PT RC Flat Slab,25764373.7403,47520.0,91520555.79560354,180.35061618213248,137.47390667872455,Healthcare,74.13,14,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
253,7247.740261623918,RC Rib Slab,24865609.7856,47520.0,86391695.89450651,174.05926849889303,134.38970972085312,Healthcare,77.35,14,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
254,8079.647733984939,Two-way RC Slab,23273883.5249,47520.0,86806341.0378955,162.9171846741553,151.5096921624239,Healthcare,77.7,14,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
255,7650.934689811942,One-Way Spanning RC,23760005.1076,47520.0,88815126.13382751,166.32003575300902,141.78840176409182,Healthcare,77.7,14,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
256,9186.53864511674,Precast Hollowcore with In-situ RC Beams,24312611.0996,47520.0,94217901.45454045,170.18827769722623,172.09733258729523,Healthcare,75.6,14,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
257,9605.448235879623,Non-Composite Rolled Steel with PCC Planks,31196080.8446,47520.0,81446154.47415097,218.37256591243687,186.53645965888592,Healthcare,80.66799999999999,14,C32/40 - 75% GGBS,Yes,No,Curtain Walling,6
